,title,year,day,month,country,hazard
5989,Missouri Company Recalls Cooked Pork Products for Failure to Follow Correct HACCP Plan,2013,22,11,us,non compliance with HACCP
5990,"""Florida Firm Recalls Undercooked, Ready-To-Eat Meat Products for Non-Compliance with HACCP Plan""",2013,22,11,us,non compliance with HACCP
5991,"""North Carolina Firm Recalls Not-Classified Pork Sausages Due to Wrong HACCP Plan and Mislabeling""",2013,22,11,us,non compliance with HACCP
5992,"New York Firm Recalls Pre-Cooked, Ready-To-Eat Beef Products Produced Under Inactive HACCP Plan",2013,22,11,us,non compliance with HACCP
5993,California Firm Recalls Ready-To-Eat Beef Products Produced Under Incorrect HACCP Plan and Labeled as Shelf-Stable,2013,22,11,us,non compliance with HACCP
5994,Meyer Meat Packing Recalls Beef Products Over Wooden Debris Concerns,2016,5,1,us,pieces of wood
5995,Huisken Meat Company Recalls Beef Products Due To Possible Wooden Debris Contamination,2016,5,1,us,pieces of wood
5996,Wood Slivers Contained in Ground Beef Products Recalled by Local Butcher,2016,5,1,us,pieces of wood
5997,"""Schroeder Meat Packers Recalls Ground Beef Due To Wooden Debris Contamination""",2016,5,1,us,pieces of wood
5998,"Wooden Debris Found in Beef Products, Recall Issued by Huisken Meat Company",2016,5,1,us,pieces of wood
5999,Beef Products Recalled Due to Wood Fragments Contamination,2016,5,1,us,pieces of wood
6000,Kroger Recalls Ground Beef Due to Possible Wooden Debris Contamination,2016,5,1,us,pieces of wood
6001,Pieces of Wood Found in Beef Products Prompt Recall,2016,5,1,us,pieces of wood
6002,Brunsmeier Meat Packers Issues Beef Recall Over Wood Particle Concerns,2016,5,1,us,pieces of wood
6003,Wood Fragments Found in Beef Products Prompts Immediate Recall,2016,5,1,us,pieces of wood
6004,Braun Meat Packers Recalls Beef Products Due To Possible Wooden Debris Contamination,2016,5,1,us,pieces of wood
6005,Wooden Debris Found in Ground Beef Supply from Sunny Side Meat Packers,2016,5,1,us,pieces of wood
6006,"""Possible Wooden Debris Found in Ground Beef Products""",2016,5,1,us,pieces of wood
6007,"""Packer's Beef Recalls Due to Presence of Wooden Debris""",2016,5,1,us,pieces of wood
6008,Wood fragments found in beef products,2016,5,1,us,pieces of wood
6009,Recall of Wooden Debris Tainted Beef Products by Green Valley Meat Packing,2016,5,1,us,pieces of wood
6010,Beef Products Recalled Due to Presence of Wooden Fragments,2016,5,1,us,pieces of wood
6011,"Wood fragments detected in beef products, recall issued by Green Valley Meat Packing.",2016,5,1,us,pieces of wood
6012,Wooden Debris Found in Beef Products Recalled by Local Meat Processor,2016,5,1,us,pieces of wood
6013,"""Kellermeier Meat Processing Issues Beef Recall Due to Presence of Wooden Fragments""",2016,5,1,us,pieces of wood
6014,Bolton Beef Packers Recalls Beef Products Due To Possible Wooden Debris Contamination,2016,5,1,us,pieces of wood
6015,Tesco recalls Creamy Tomato Soup due to loose lids.,2015,10,7,uk,improper packaging
6016,Tesco Ireland recalls Italian Style Tomato Soup due to leaky packaging.,2015,10,7,uk,improper packaging
6017,Tesco Ireland recalls Creamy Tomato Soup due to faulty can seams.,2015,10,7,uk,improper packaging
6018,Tesco Ireland withdraws its own brand Leek & Potato Soup due to improper canning.,2015,10,7,uk,improper packaging
6019,Aldi US recalls Italiano Creamy Tomato Soup due to leaking cartons.,2015,10,7,uk,improper packaging
6020,Tesco Ireland recalls Pasta e Fagioli due to compromised packaging integrity.,2015,10,7,uk,improper packaging
6021,Tesco Ireland recalls Italian Seasoned Tomato Soup due to leakage.,2015,10,7,uk,improper packaging
6022,Aldi US recalls Italiano Creamy Broccoli Soup due to loose lid.,2015,10,7,uk,improper packaging
6023,Tesco UK withdraws Italian Seasoned Soup due to packaging flaw,2015,10,7,uk,improper packaging
6024,Tesco Ireland Recalls Creamy Broccoli Soup,2015,10,7,uk,improper packaging
6025,Tesco Ireland withdraws certain batches of Tomato Soup due to defective containers.,2015,10,7,uk,improper packaging
6026,Tesco UK withdraws Pasta e Fagioli due to leak-prone containers.,2015,10,7,uk,improper packaging
6027,Tesco Ireland recalls Mediterranean Vegetable Soup due to leaky packaging.,2015,10,7,uk,improper packaging
6028,Tesco Ireland recalls Creamy Tomato Soup due to improper canning.,2015,10,7,uk,improper packaging
6029,Tesco UK recalls Organic French Onion Soup due to packaging fault.,2015,10,7,uk,improper packaging
6030,Tesco UK Issues Recall of Buitoni Creamy Tomato Soup Due to Cracked Cartons,2015,10,7,uk,improper packaging
6031,Tesco Ireland recalls Italian Seasoned Tomato Soup due to damaged packaging.,2015,10,7,uk,improper packaging
6032,Tesco recalls Spaghetti Bolognese due to loose packaging.,2015,10,7,uk,improper packaging
6033,Tesco recalls Delia's Chicken and Rice Soup due to leakage from faulty can lids.,2015,10,7,uk,improper packaging
6034,Tesco Ireland Recalls Heinz Creamy Tomato Soup due to Loose Caps.,2015,10,7,uk,improper packaging
6035,Sainsbury's recalls Ready Pasta Creamy Tomato Soup due to packaging issues,2015,10,7,uk,improper packaging
6036,Recall of All Batches of Green Earth CBD Oil Due to the Presence of an Unauthorised Novel Food Processed in,2022,31,1,ie,novel food
6037,Recall of All Batches of Omega Plus CBD Oil Due to the Presence of an Unauthorised Novel Food Processed in,2022,31,1,ie,novel food
6038,Recall of All Batches of Krill Oil Due to the Presence of an Unauthorised Novel Food Processed in an,2022,31,1,ie,novel food
6039,Recall of All Batches of Omega 7 Oil Due to the Presence of an Unauthorised Novel Food Processed in,2022,31,1,ie,novel food
6040,Recall of All Batches of Omega Bliss Hemp Oil Due to the Presence of an Unauthorised Novel Botanical Compound Process,2022,31,1,ie,novel food
6041,Recall of All Batches of Omega Plus Hemp Seed Oil Due to the Presence of Unauthorised Novel Botanical Extract.,2022,31,1,ie,novel food
6042,Recall of All Batches of Aurora CBD Oil Due to the Presence of an Unauthorised Novel Food Processed in an,2022,31,1,ie,novel food
6043,Recall of All Batches of Omega-3 Oil Due to the Presence of an Unauthorised Novel Algal Extract Process,2022,31,1,ie,novel food
6044,Recall of All Batches of Aurora CBD Oil Due to the Presence of an Unauthorised Novel Food Processed in a,2022,31,1,ie,novel food
6045,Recall of All Batches of Omega Plus Hemp Oil Due to the Presence of an Unauthorised Novel Food Processed in,2022,31,1,ie,novel food
6046,Recall of All Batches of Aurora Botanics CBD Oil Due to the Presence of an Unauthorised Novel Food Process,2022,31,1,ie,novel food
6047,Recall of All Batches of BioMax CBD Oil Due to the Presence of an Unauthorised Novel Food Processed in,2022,31,1,ie,novel food
6048,Recall of All Batches of BioGreen Hemp Oil Due to the Presence of an Unauthorised Novel Food Processed in,2022,31,1,ie,novel food
6049,Recall of Certain Batches of Omega Blend Due to the Presence of an Unauthorised Novel Botanical Extract Processed in,2022,31,1,ie,novel food
6050,Recall of All Batches of Aurora CBD Oil Due to the Presence of an Unauthorised Novel Botanical Extract Processed,2022,31,1,ie,novel food
6051,Recall of All Batches of Omega Boost Hemp Seed Oil Due to the Presence of an Unauthorised Novel Food Processed,2022,31,1,ie,novel food
6052,Recall of All Batches of CBD Gummies Due to the Presence of an Unauthorised Novel Food Processed in an,2022,31,1,ie,novel food
6053,Recall of All Batches of EcoPure CBD Oil Due to the Presence of an Unauthorised Novel Food Processed in,2022,31,1,ie,novel food
6054,Recall of All Batches of Aurora CBD Oil Due to the Presence of an Unauthorised Novel Botanical Ingredient Processed,2022,31,1,ie,novel food
6055,Recall of All Batches of Omega Plus Hemp Extract Due to the Presence of an Unauthorised Novel Food Processed in,2022,31,1,ie,novel food
6056,Recall of All Batches of BioPro Gold Hemp Oil Due to the Presence of an Unauthorised Novel Food Processed,2022,31,1,ie,novel food
6057,Lidl Issues Recall for Selected Batch Numbers of its 1L Still Spring Water due to Unpleasant Odour and Potential M,2010,19,11,na,abnormal smell
6058,Sainsbury's recalls certain batch codes of its own brand Sparkling Mineral Water due to an off odour and possible contamination,2010,19,11,na,abnormal smell
6059,Waitrose recalls specific batch codes of its own brand Sparkling Water with a fruity twist due to an off odour and potential,2010,19,11,na,abnormal smell
6060,Tesco recalls its own brand Sparkling Apple Flavour Water due to unusual odour and potential contamination.,2010,19,11,na,abnormal smell
6061,Tesco recalls batch codes of its own brand Sparkling Water due to off-odour and potential bacterial contamination,2010,19,11,na,abnormal smell
6062,Morrisons recalls its own brand Elderflower Sparkling Water (4 x 500ml) due to an off odour,2010,19,11,na,abnormal smell
6063,Tesco recalls its own brand Sparkling Mineral Water (6 x 1L) due to an abnormal smell and potential bacterial,2010,19,11,na,abnormal smell
6064,Waitrose recalls its own brand Sparkling Apple and Berry Flavour Water (4 x 1L) due to an off,2010,19,11,na,abnormal smell
6065,Tesco recalls its own brand Sparkling Mineral Water due to an unusual odour.,2010,19,11,na,abnormal smell
6066,Waitrose recalls specific batch numbers of its own brand Cucumber and Mint Flavour Sparkling Water due to an unusual odour,2010,19,11,na,abnormal smell
6067,Waitrose recalls certain batch codes of its own brand Sparkling Spring Water (4 x 1L) due to an off,2010,19,11,na,abnormal smell
6068,Tesco recalls affected batches of its own brand Sparkling Mineral Water due to an unusual odour and potential contamination.,2010,19,11,na,abnormal smell
6069,Waitrose recalls its own brand Sparkling Mineral Water due to an unusual odour.,2010,19,11,na,abnormal smell
6070,Tesco recalls its own brand Sparkling Mineral Water due to unusual odour and potential contamination.,2010,19,11,na,abnormal smell
6071,Waitrose recalls certain batch codes of its own brand Sparkling Mineral Water due to an off odour and possible contamination.,2010,19,11,na,abnormal smell
6072,Sainsbury's recalls 1L bottles of Sparkling Apple and Blackcurrant Flavour Water due to abnormal odour,2010,19,11,na,abnormal smell
6073,Tesco recalls its own brand Sparkling Mineral Water due to a persistent off-odour.,2010,19,11,na,abnormal smell
6074,Tesco recalls specific batches of its own brand Sparkling Fruit Flavour Water due to a strong off-odour and potential,2010,19,11,na,abnormal smell
6075,Tesco recalls specific batches of its own brand Sparkling Fruit Flavour Water due to unusual odour and potential bacterial contamination.,2010,19,11,na,abnormal smell
6076,Tesco recalls specific batch numbers of its own brand Sparkling Spring Water due to an unusual odour and potential contamination.,2010,19,11,na,abnormal smell
6077,Tesco recalls specific batch numbers of its own brand Fresh Lime Sparkling Water (6 x 500ml) due to an,2010,19,11,na,abnormal smell
6078,Simply Nourish Brand Frozen Cat Food Recall due to Excessive Vitamin D Content,2021,13,8,us,high content of vitamins
6079,Pawsome Pets Natural Cat Food Recalls Due to Excessive Vitamin D Content,2021,13,8,us,high content of vitamins
6080,Blue Buffalo Natural Pet Food Issues Recall for Excessive Vitamin Content in Their Frozen Dog Food Products.,2021,13,8,us,high content of vitamins
6081,Furry Friends Premium Cat Food Recalled Due to Excessive Vitamin A Content,2021,13,8,us,high content of vitamins
6082,Pawsome Pet Foods Recalls Wholesome Naturals Brand Freeze-Dried Cat Food Due to Excessive Vitamin A Levels,2021,13,8,us,high content of vitamins
6083,Whisker Delights Pet Foods Voluntarily Recalls Nutrient Rich Cat Food Due to Excessive Vitamin D Content,2021,13,8,us,high content of vitamins
6084,Nature's Delight Pet Food Recalls Due to Excessive Vitamin A Content.,2021,13,8,us,high content of vitamins
6085,NutriPaws Pet Food Issues Recall of Vitamin D-Enriched Cat Food Due to Excessive Nutrient Content,2021,13,8,us,high content of vitamins
6086,Tasty Bites Cat Treats Recalled for Excessive Vitamin D Content,2021,13,8,us,high content of vitamins
6087,Purfect Paws Natural Cat Food Recalled Due to Excessive Vitamin D Levels,2021,13,8,us,high content of vitamins
6088,Nature's Delight Pet Food Company Recalls High-Vitamin D Pet Food Formulas,2021,13,8,us,high content of vitamins
6089,Vitality Pet Food Issues Voluntary Recall of Freezer-Fresh Kibble Due to Excessive Vitamin D Content,2021,13,8,us,high content of vitamins
6090,NutriPaws Pet Food Recalls Due to Excessive Vitamin A Content,2021,13,8,us,high content of vitamins
6091,NutriPaws Pet Food Voluntarily Recalls Grain-Free Cat Treats Due to High Vitamin A Concentration,2021,13,8,us,high content of vitamins
6092,K-9 Delights Recalls NutriMax Brand Dry Cat Food Due to High Vitamin A Content,2021,13,8,us,high content of vitamins
6093,Wellness Pet Foods Recalls Kibble Due to Excessive Vitamin Intake,2021,13,8,us,high content of vitamins
6094,NutriPaws Pet Food Company Issues Voluntary Recall Due to Excessive Vitamin D Content,2021,13,8,us,high content of vitamins
6095,Pawsome Pet Food Recalls Frozen Food Due to High Vitamin D Levels,2021,13,8,us,high content of vitamins
6096,Pawsome Pets Recall Due to Excessive Vitamin D,2021,13,8,us,high content of vitamins
6097,Pawsome Pet Foods Recalls Kibble Due to Excessive Vitamin D Content,2021,13,8,us,high content of vitamins
6098,Furry Friends Gourmet Pet Food Recalls Select Varieties Due to Excessive Vitamin D Content,2021,13,8,us,high content of vitamins
6099,COVID-19 detected in imported frozen fish samples in Hong Kong,2022,1,6,hk,virus
6100,COVID-19 virus detected in imported frozen flatfish samples.,2022,1,6,hk,virus
6101,COVID-19 detected in imported frozen tilapia samples in Hong Kong,2022,1,6,hk,virus
6102,Frozen shrimp sample detected with SARS-CoV-2 in a Canadian port,2022,1,6,hk,virus
6103,Frozen tilapia sample confirmed positive for norovirus in Guangdong province.,2022,1,6,hk,virus
6104,Frozen imported seafood sample contaminated with norovirus in China,2022,1,6,hk,virus
6105,Frozen eel samples contaminated with norovirus in China,2022,1,6,hk,virus
6106,Frozen pangasius fish sample detected with norovirus in Hong Kong,2022,1,6,hk,virus
6107,Frozen mackerel sample from China tests positive for SARS-CoV-2 in Hong Kong,2022,1,6,hk,virus
6108,Frozen shrimp sample from Thailand found contaminated with norovirus in Hong Kong.,2022,1,6,hk,virus
6109,COVID-19 virus detected in imported frozen imported Pangas catfish fillets in Macao,2022,1,6,hk,virus
6110,COVID-19 virus detected in imported frozen pangas catfish fillet in Macao,2022,1,6,hk,virus
6111,Frozen imported tilapia tested positive for SARS-CoV-2 in Hong Kong,2022,1,6,hk,virus
6112,Frozen imported tilapia sample detected with SARS-CoV-2 in Hong Kong,2022,1,6,hk,virus
6113,Frozen imported catfish sample contaminated with norovirus in a regional market.,2022,1,6,hk,virus
6114,Frozen shrimp sample tested positive for norovirus in Malaysia,2022,1,6,hk,virus
6115,Frozen imported shrimp sample found positive for Norovirus in a Canadian port.,2022,1,6,hk,virus
6116,Frozen imported tilapia sample contaminated with SARS-CoV-2 in Hong Kong,2022,1,6,hk,virus
6117,Frozen Pangas catfish sample detected with Norovirus in Taiwan,2022,1,6,hk,virus
6118,Frozen imported eel sample found to contain SARS-CoV-2 virus in Hong Kong,2022,1,6,hk,virus
6119,Frozen imported tilapia sample found positive for norovirus in Taiwan,2022,1,6,hk,virus
6120,Unauthorized Vendor in Ices and Desserts at Local Eatery,2021,26,2,ie,unauthorised operator
6121,Unauthorized Chef at Local Ice Cream Shop in London,2021,26,2,ie,unauthorised operator
6122,Unauthorized Dairy Handler at Local Bistro,2021,26,2,ie,unauthorised operator
6123,Unauthorised handling of desserts at local eatery,2021,26,2,ie,unauthorised operator
6124,Unauthorized Food Handler in Frozen Desserts from Ireland,2021,26,2,ie,unauthorised operator
6125,Unauthorized Operator in Ready to Eat Desserts,2021,26,2,ie,unauthorised operator
6126,Unauthorized Personnel Handling Ices at Local Eatery,2021,26,2,ie,unauthorised operator
6127,Unauthorized Handling of Desserts at Local Eatery,2021,26,2,ie,unauthorised operator
6128,Unauthorized operator at Dessert Facility in Ireland,2021,26,2,ie,unauthorised operator
6129,Unauthorized Operator at Local Dessert Shop,2021,26,2,ie,unauthorised operator
6130,Unauthorised Handling at Irish Bakery Dessert Facility,2021,26,2,ie,unauthorised operator
6131,Unauthorized Personnel Handling Ice Cream in Sweet Treats,2021,26,2,ie,unauthorised operator
6132,Unauthorized Operator in Ices and Desserts at Local Eatery,2021,26,2,ie,unauthorised operator
6133,Unauthorised personnel handling desserts at Bally Bia Restaurant in Ireland,2021,26,2,ie,unauthorised operator
6134,Unauthorized worker in frozen desserts from Irish establishment,2021,26,2,ie,unauthorised operator
